word,phones,n_phonemes,n_sibilants,sibilant_density,log_freq
enamel,IH N AE M AH L,6,0,0.0,1.4771212547196624
enclosure,EH N K L OW ZH ER,7,1,0.14285714285714285,1.3222192947339193
encryption,EH N K R IH P SH AH N,9,1,0.1111111111111111,1.9242792860618816
end,EH N D,3,0,0.0,4.132259689531044
endorse,EH N D AO R S,6,1,0.16666666666666666,1.9493900066449128
endure,EH N D Y UH R,6,0,0.0,2.3541084391474008
enforcement,EH N F AO R S M AH N T,10,1,0.1,2.531478917042255
engine,EH N JH AH N,5,1,0.2,3.2113875529368587
enlarge,EH N L AA R JH,6,1,0.16666666666666666,1.662757831681574
enlargement,IH N L AA R JH M AH N T,10,1,0.1,1.3424226808222062
entail,EH N T EY L,5,0,0.0,1.4771212547196624
entice,IH N T AY S,5,1,0.2,1.4313637641589874
entitle,EH N T AY T AH L,7,0,0.0,1.3617278360175928
entity,EH N T AH T IY,6,0,0.0,1.9395192526186185
entourage,AA N T UH R AA ZH,7,1,0.14285714285714285,1.845098040014257
entry,EH N T R IY,5,0,0.0,2.79309160017658
envoy,EH N V OY,4,0,0.0,1.6532125137753437
enzyme,EH N Z AY M,5,1,0.2,1.7403626894942439
episode,EH P AH S OW D,6,1,0.16666666666666666,2.797959643737196
epitaph,EH P AH T AE F,6,0,0.0,1.4313637641589874
equalizer,IY K W AH L AY Z ER,8,1,0.125,1.3424226808222062
equation,IH K W EY ZH AH N,7,1,0.14285714285714285,2.2528530309798933
equator,IH K W EY T ER,6,0,0.0,1.505149978319906
equity,EH K W AH T IY,6,0,0.0,1.8325089127062364
era,EH R AH,3,0,0.0,2.4653828514484184
erase,IH R EY S,4,1,0.25,2.5024271199844326
ergo,ER G OW,3,0,0.0,1.6434526764861874
errand,EH R AH N D,5,0,0.0,2.311753861055754
escrow,EH S K R OW,5,1,0.2,1.9030899869919435
esophagus,IH S AA F AH G AH S,8,2,0.25,1.568201724066995
essay,EH S EY,3,1,0.3333333333333333,2.496929648073215
estimation,EH S T AH M EY SH AH N,9,2,0.2222222222222222,1.414973347970818
estrogen,EH S T R AH JH AH N,8,2,0.25,1.4313637641589874
ethnic,EH TH N IH K,5,0,0.0,1.9637878273455553
euphemism,Y UW F AH M IH Z AH M,9,1,0.1111111111111111,1.6720978579357175
euro,Y UW R OW,4,0,0.0,1.505149978319906
evaluate,IH V AE L Y UW EY T,8,0,0.0,1.9493900066449128
evaporate,IH V AE P ER EY T,7,0,0.0,1.3979400086720377
evens,IY V AH N Z,5,1,0.2,1.4471580313422192
eventual,AH V EH N CH UW AH L,8,1,0.125,1.3617278360175928
everyday,EH V R IY D EY,6,0,0.0,2.7450747915820575
everyman,EH V R IY M AH N,7,0,0.0,1.3979400086720377
evidence,EH V AH D AH N S,7,1,0.14285714285714285,3.6370892735303304
evident,EH V AH D AH N T,7,0,0.0,1.8388490907372552
evidentiary,EH V IH D EH N SH IY EH R IY,11,1,0.09090909090909091,1.380211241711606
exacting,IH G Z AE K T IH NG,8,1,0.125,1.380211241711606
example,IH G Z AE M P AH L,8,1,0.125,3.184123354239671
exception,IH K S EH P SH AH N,8,2,0.25,2.6127838567197355
excuse,IH K S K Y UW S,7,2,0.2857142857142857,4.2735568135298365
exec,EH G Z EH K,5,1,0.2,1.7481880270062005
executive,IH G Z EH K Y AH T IH V,10,1,0.1,2.733999286538387
exempt,IH G Z EH M P T,7,1,0.14285714285714285,1.5797835966168101
exemption,IH G Z EH M P SH AH N,9,2,0.2222222222222222,1.3222192947339193
exit,EH G Z IH T,5,1,0.2,2.9003671286564705
exodus,EH K S AH D AH S,7,2,0.2857142857142857,1.6127838567197355
exonerate,IH G Z AA N ER EY T,8,1,0.125,1.568201724066995
expand,IH K S P AE N D,7,1,0.14285714285714285,2.2528530309798933
explain,IH K S P L EY N,7,1,0.14285714285714285,3.753659647285999
export,EH K S P AO R T,7,1,0.14285714285714285,1.8195439355418688
exposition,EH K S P AH Z IH SH AH N,10,3,0.3,1.6127838567197355
expressway,IH K S P R EH S W EY,9,2,0.2222222222222222,1.6989700043360187
extension,IH K S T EH N SH AH N,9,2,0.2222222222222222,2.4409090820652177
external,IH K S T ER N AH L,8,1,0.125,2.103803720955957
extinguisher,IH K S T IH NG G W IH SH ER,11,2,0.18181818181818182,1.8976270912904414
extract,IH K S T R AE K T,8,1,0.125,2.1789769472931693
eyebrow,AY B R AW,4,0,0.0,1.8573324964312685
eyeglasses,AY G L AE S AH Z,7,2,0.2857142857142857,1.5440680443502757
eyelash,AY L AE SH,4,1,0.25,1.6532125137753437
facade,F AH S AA D,5,1,0.2,1.6334684555795864
facilitate,F AH S IH L AH T EY T,9,1,0.1111111111111111,1.7075701760979363
facility,F AH S IH L IH T IY,8,1,0.125,2.859738566197147
faction,F AE K SH AH N,6,1,0.16666666666666666,1.7708520116421442
factor,F AE K T ER,5,0,0.0,2.569373909615046
factory,F AE K T ER IY,6,0,0.0,2.9334872878487053
fad,F AE D,3,0,0.0,1.6020599913279623
fade,F EY D,3,0,0.0,2.4578818967339924
fairway,F EH R W EY,5,0,0.0,1.3979400086720377
fallback,F AO L B AE K,6,0,0.0,1.5185139398778875
fallopian,F AH L OW P IY AH N,8,0,0.0,1.3617278360175928
famed,F EY M D,4,0,0.0,1.6334684555795864
fang,F AE NG,3,0,0.0,1.99563519459755
faraway,F AA R AH W EY,6,0,0.0,1.9731278535996986
fare,F EH R,3,0,0.0,2.4983105537896004
farming,F AA R M IH NG,6,0,0.0,1.919078092376074
fatherland,F AA DH ER L AE N D,8,0,0.0,1.6020599913279623
fax,F AE K S,4,1,0.25,2.5538830266438746
faze,F EY Z,3,1,0.3333333333333333,1.3617278360175928
federation,F EH D ER EY SH AH N,8,1,0.125,2.296665190261531
feeder,F IY D ER,4,0,0.0,1.5563025007672873
feller,F EH L ER,4,0,0.0,1.9444826721501687
femoral,F EH M ER AH L,6,0,0.0,1.7403626894942439
femur,F IY M ER,4,0,0.0,1.7708520116421442
fence,F EH N S,4,1,0.25,2.9138138523837167
fencing,F EH N S IH NG,6,1,0.16666666666666666,1.8512583487190752
fender,F EH N D ER,5,0,0.0,2.1172712956557644
fennel,F EH N AH L,5,0,0.0,1.6020599913279623
ferret,F EH R AH T,5,0,0.0,1.9242792860618816
fertilize,F ER T AH L AY Z,7,1,0.14285714285714285,1.3424226808222062
fetch,F EH CH,3,1,0.3333333333333333,2.7481880270062002
fetus,F IY T AH S,5,1,0.2,1.919078092376074
fiber,F AY B ER,4,0,0.0,2.1958996524092336
fiddle,F IH D AH L,5,0,0.0,2.2695129442179165
fielder,F IY L D ER,5,0,0.0,1.462397997898956
fifteen,F IH F T IY N,6,0,0.0,2.9523080096621253
fifty,F IH F T IY,5,0,0.0,2.9827233876685453
fig,F IH G,3,0,0.0,1.7993405494535817
figment,F IH G M IH N T,7,0,0.0,1.7481880270062005
figure,F IH G Y ER,5,0,0.0,3.8194781283621224
file,F AY L,3,0,0.0,3.351603072419129
filler,F IH L ER,4,0,0.0,1.462397997898956
filly,F IH L IY,4,0,0.0,1.7853298350107671
filmmaker,F IH L M EY K ER,7,0,0.0,2.0211892990699383
filter,F IH L T ER,5,0,0.0,2.2121876044039577
fin,F IH N,3,0,0.0,2.2430380486862944
final,F AY N AH L,5,0,0.0,3.4038066105474227
finale,F AH N AE L IY,6,0,0.0,2.100370545117563
finch,F IH N CH,4,1,0.25,2.3138672203691533
fingerprint,F IH NG G ER P R IH N T,10,0,0.0,2.214843848047698
fir,F ER,2,0,0.0,1.3617278360175928
firm,F ER M,3,0,0.0,3.255272505103306
fisherman,F IH SH ER M AE N,7,1,0.14285714285714285,2.346352974450639
fistful,F IH S T F AH L,7,1,0.14285714285714285,1.4913616938342726
five,F AY V,3,0,0.0,4.163131546034948
fixture,F IH K S CH ER,6,2,0.3333333333333333,1.5185139398778875
flagpole,F L AE G P OW L,7,0,0.0,1.5797835966168101
flagship,F L AE G SH IH P,7,1,0.14285714285714285,1.6989700043360187
flagstaff,F L AE G S T AE F,8,1,0.125,1.6334684555795864
flake,F L EY K,4,0,0.0,1.954242509439325
flank,F L AE NG K,5,0,0.0,2.374748346010104
flask,F L AE S K,5,1,0.2,1.7634279935629373
flatbed,F L AE T B EH D,7,0,0.0,1.3424226808222062
flatten,F L AE T AH N,6,0,0.0,1.806179973983887
fleet,F L IY T,4,0,0.0,2.7331972651065692
flesh,F L EH SH,4,1,0.25,3.0515383905153275
flick,F L IH K,4,0,0.0,2.41161970596323
flipping,F L IH P IH NG,6,0,0.0,2.1760912590556813
flock,F L AA K,4,0,0.0,2.376576957056512
floor,F L AO R,4,0,0.0,3.710371264260763
flooring,F L AO R IH NG,6,0,0.0,1.3617278360175928
floppy,F L AA P IY,5,0,0.0,1.7708520116421442
floss,F L AA S,4,1,0.25,2.0043213737826426
flounder,F L AW N D ER,6,0,0.0,1.6434526764861874
flour,F L AW ER,4,0,0.0,2.2095150145426308
fluid,F L UW AH D,5,0,0.0,2.6599162000698504
fluorescent,F L UH R EH S AH N T,9,1,0.1111111111111111,1.4913616938342726
flush,F L AH SH,4,1,0.25,2.680335513414563
flyer,F L AY ER,4,0,0.0,2.2405492482826
foam,F OW M,3,0,0.0,2.255272505103306
focal,F OW K AH L,5,0,0.0,1.4771212547196624
foggy,F AA G IY,4,0,0.0,1.8260748027008264
foil,F OY L,3,0,0.0,1.7993405494535817
fold,F OW L D,4,0,0.0,2.6444385894678386
follow,F AA L OW,4,0,0.0,3.7982361763679355
follower,F AA L OW ER,5,0,0.0,1.5440680443502757
font,F AA N T,4,0,0.0,1.6901960800285136
foot,F UH T,3,0,0.0,3.5200903281128424
footage,F UH T IH JH,5,1,0.2,2.6263403673750423
foothold,F UH T HH OW L D,7,0,0.0,1.4771212547196624
footing,F UH T IH NG,5,0,0.0,1.724275869600789
fore,F AO R,3,0,0.0,2.1335389083702174
forecast,F AO R K AE S T,7,1,0.14285714285714285,1.9867717342662448
forego,F AO R G OW,5,0,0.0,1.4771212547196624
foregone,F AO R G AO N,6,0,0.0,1.3424226808222062
foreground,F AO R G R AW N D,8,0,0.0,1.3617278360175928
forehead,F AO R HH EH D,6,0,0.0,2.603144372620182
foreigner,F AO R AH N ER,6,0,0.0,2.1789769472931693
foreman,F AO R M AH N,6,0,0.0,2.4533183400470375
foremost,F AO R M OW S T,7,1,0.14285714285714285,1.9395192526186185
forge,F AO R JH,4,1,0.25,2.2227164711475833
fork,F AO R K,4,0,0.0,2.6541765418779604
forklift,F AO R K L IH F T,8,0,0.0,1.6989700043360187
formal,F AO R M AH L,6,0,0.0,2.6283889300503116
formality,F AO R M AE L AH T IY,9,0,0.0,2.0453229787866576
format,F AO R M AE T,6,0,0.0,1.7403626894942439
formula,F AO R M Y AH L AH,8,0,0.0,2.60422605308447
formulate,F AO R M Y AH L EY T,9,0,0.0,1.4913616938342726
forthcoming,F AO R TH K AH M IH NG,9,0,0.0,1.8512583487190752
fortnight,F AO R T N AY T,7,0,0.0,1.6720978579357175
fortress,F AO R T R AH S,7,1,0.14285714285714285,2.2380461031287955
forty,F AO R T IY,5,0,0.0,2.7323937598229686
forum,F AO R AH M,5,0,0.0,2.0211892990699383
forwarding,F AO R W ER D IH NG,8,0,0.0,1.7558748556724915
founder,F AW N D ER,5,0,0.0,2.037426497940624
founding,F AW N D IH NG,6,0,0.0,1.954242509439325
foundry,F AW N D R IY,6,0,0.0,1.3424226808222062
four,F AO R,3,0,0.0,4.115477374186469
fourteen,F AO R T IY N,6,0,0.0,2.5237464668115646
fowl,F AW L,3,0,0.0,1.5563025007672873
fraction,F R AE K SH AH N,7,1,0.14285714285714285,2.0211892990699383
fragile,F R AE JH AH L,6,1,0.16666666666666666,2.419955748489758
fragment,F R AE G M AH N T,8,0,0.0,1.9867717342662448
frame,F R EY M,4,0,0.0,2.8573324964312685
franc,F R AE NG K,5,0,0.0,1.6232492903979006
franchise,F R AE N CH AY Z,7,2,0.2857142857142857,2.0863598306747484
freeze,F R IY Z,4,1,0.25,3.215108581053093
freezer,F R IY Z ER,5,1,0.2,2.4216039268698313
freighter,F R EY T ER,5,0,0.0,2.041392685158225
freshman,F R EH SH M AH N,7,1,0.14285714285714285,2.575187844927661
friar,F R AY ER,4,0,0.0,1.9493900066449128
frivolous,F R IH V AH L AH S,8,1,0.125,1.792391689498254
frock,F R AA K,4,0,0.0,1.6434526764861874
fruitcake,F R UW T K EY K,7,0,0.0,2.0253058652647704
fryer,F R AY ER,4,0,0.0,1.5314789170422551
fullback,F UH L B AE K,6,0,0.0,1.3617278360175928
fundamental,F AH N D AH M EH N T AH L,11,0,0.0,2.225309281725863
funding,F AH N D IH NG,6,0,0.0,2.2121876044039577
funnel,F AH N AH L,5,0,0.0,1.7558748556724915
furlong,F ER L AO NG,5,0,0.0,1.505149978319906
furlough,F ER L OW,4,0,0.0,1.5563025007672873
furnace,F ER N AH S,5,1,0.2,2.143014800254095
fuse,F Y UW Z,4,1,0.25,2.3961993470957363
fuselage,F Y UW S AH L AA JH,8,2,0.25,1.724275869600789
fuzz,F AH Z,3,1,0.3333333333333333,1.9822712330395684
gab,G AE B,3,0,0.0,1.5563025007672873
gad,G AE D,3,0,0.0,1.4313637641589874
gaggle,G AE G AH L,5,0,0.0,1.380211241711606
gal,G AE L,3,0,0.0,2.8609366207000937
galley,G AE L IY,4,0,0.0,1.919078092376074
gap,G AE P,3,0,0.0,2.3404441148401185
garage,G ER AA ZH,4,1,0.25,3.1427022457376155
garrison,G AE R IH S AH N,7,1,0.14285714285714285,2.369215857410143
garter,G AA R T ER,5,0,0.0,1.8325089127062364
gatekeeper,G EY T K IY P ER,7,0,0.0,1.5563025007672873
gauge,G EY JH,3,1,0.3333333333333333,2.0530784434834195
gauntlet,G AO N T L AH T,7,0,0.0,1.6020599913279623
gauze,G AO Z,3,1,0.3333333333333333,1.8692317197309762
gazette,G AH Z EH T,5,1,0.2,1.8692317197309762
gear,G IH R,3,0,0.0,2.9122220565324155
gender,JH EH N D ER,5,1,0.2,2.1583624920952498
general,JH EH N ER AH L,6,1,0.16666666666666666,3.769820257763592
generic,JH AH N EH R IH K,7,1,0.14285714285714285,1.8976270912904414
genetic,JH AH N EH T IH K,7,1,0.14285714285714285,2.586587304671755
genetics,JH AH N EH T IH K S,8,2,0.25,1.9590413923210936
genteel,JH EH N T IY L,6,1,0.16666666666666666,1.462397997898956
gentile,JH EH N T AY L,6,1,0.16666666666666666,1.4313637641589874
gentry,JH EH N T R IY,6,1,0.16666666666666666,1.8388490907372552
geography,JH IY AA G R AH F IY,8,1,0.125,2.0718820073061255
geometric,JH IY AH M EH T R IH K,9,1,0.1111111111111111,1.380211241711606
geometry,JH IY AA M AH T R IY,8,1,0.125,1.9777236052888478
getaway,G EH T AH W EY,6,0,0.0,2.294466226161593
gilded,G IH L D IH D,6,0,0.0,1.5563025007672873
girder,G ER D ER,4,0,0.0,1.3222192947339193
girth,G ER TH,3,0,0.0,1.3617278360175928
gist,JH IH S T,4,2,0.5,1.7558748556724915
glacier,G L EY SH ER,5,1,0.2,1.591064607026499
glass,G L AE S,4,1,0.25,3.490941205356787
glossy,G L AO S IY,5,1,0.2,1.3979400086720377
gloves,G L AH V Z,5,1,0.2,2.9185545305502734
glue,G L UW,3,0,0.0,2.4785664955938436
goat,G OW T,3,0,0.0,2.7307822756663893
goatee,G OW T IY,4,0,0.0,1.7403626894942439
goggle,G AA G AH L,5,0,0.0,1.4471580313422192
golfer,G AA L F ER,5,0,0.0,1.7558748556724915
gondola,G AA N D AH L AH,7,0,0.0,1.5797835966168101
goo,G UW,2,0,0.0,2.041392685158225
goof,G UW F,3,0,0.0,2.0569048513364727
gopher,G OW F ER,4,0,0.0,1.863322860120456
gorge,G AO R JH,4,1,0.25,1.8325089127062364
gospel,G AA S P AH L,6,1,0.16666666666666666,2.2068258760318495
goulash,G UW L AA SH,5,1,0.2,1.6232492903979006
gourd,G AO R D,4,0,0.0,1.3979400086720377
govern,G AH V ER N,5,0,0.0,1.7993405494535817
governor,G AH V ER N ER,6,0,0.0,3.1367205671564067
governor,G AH V ER N ER,6,0,0.0,3.1367205671564067
grader,G R EY D ER,5,0,0.0,1.6532125137753437
gradual,G R AE JH UW AH L,7,1,0.14285714285714285,1.591064607026499
grail,G R EY L,4,0,0.0,2.1398790864012365
gram,G R AE M,4,0,0.0,2.123851640967086
granite,G R AE N AH T,6,0,0.0,1.9138138523837167
graph,G R AE F,4,0,0.0,1.591064607026499
graphite,G R AE F AY T,6,0,0.0,1.3424226808222062
grasp,G R AE S P,5,1,0.2,2.369215857410143
grate,G R EY T,4,0,0.0,1.724275869600789
graze,G R EY Z,4,1,0.25,1.6020599913279623
grid,G R IH D,4,0,0.0,2.45178643552429
grind,G R AY N D,5,0,0.0,2.2810333672477277
grip,G R IH P,4,0,0.0,2.694605198933569
grit,G R IH T,4,0,0.0,1.6901960800285136
grits,G R IH T S,5,1,0.2,1.9138138523837167
grocer,G R OW S ER,5,1,0.2,1.5563025007672873
ground,G R AW N D,5,0,0.0,3.5678494505731067
groundhog,G R AW N D HH AA G,8,0,0.0,1.8864907251724818
grounding,G R AW N D IH NG,7,0,0.0,1.462397997898956
grouping,G R UW P IH NG,6,0,0.0,1.3222192947339193
grove,G R OW V,4,0,0.0,2.296665190261531
grownup,G R OW N AH P,6,0,0.0,1.8573324964312685
guardianship,G AA R D IY AH N SH IH P,10,1,0.1,1.414973347970818
guess,G EH S,3,1,0.3333333333333333,4.3646260289550405
guide,G AY D,3,0,0.0,2.9595183769729982
guinea,G IH N IY,4,0,0.0,2.357934847000454
gully,G AH L IY,4,0,0.0,1.6812412373755872
gulp,G AH L P,4,0,0.0,1.7075701760979363
gummy,G AH M IY,4,0,0.0,1.591064607026499
gust,G AH S T,4,1,0.25,1.3979400086720377
haggle,HH AE G AH L,5,0,0.0,1.5797835966168101
hail,HH EY L,3,0,0.0,2.788168371141168
hairdo,HH EH R D UW,5,0,0.0,1.8260748027008264
hairspray,HH EH R S P R EY,7,1,0.14285714285714285,1.591064607026499
halfback,HH AE F B AE K,6,0,0.0,1.4471580313422192
halftime,HH AE F T AY M,6,0,0.0,1.8388490907372552
hallowed,HH AE L OW D,5,0,0.0,2.0718820073061255
hallway,HH AO L W EY,5,0,0.0,2.6884198220027105
ham,HH AE M,3,0,0.0,2.77232170672292
hamper,HH AE M P ER,5,0,0.0,1.863322860120456
handbag,HH AE N D B AE G,7,0,0.0,2.130333768495006
handball,HH AE N D B AO L,7,0,0.0,1.462397997898956
handbook,HH AE N D B UH K,7,0,0.0,1.724275869600789
handful,HH AE N D F UH L,7,0,0.0,2.4653828514484184
handler,HH AE N D L ER,6,0,0.0,2.1492191126553797
hangar,HH AE NG ER,4,0,0.0,2.2405492482826
hanger,HH AE NG ER,4,0,0.0,1.845098040014257
hanky,HH AE NG K IY,5,0,0.0,1.6334684555795864
happen,HH AE P AH N,5,0,0.0,4.112906490253314
hardened,HH AA R D AH N D,7,0,0.0,1.7708520116421442
hark,HH AA R K,4,0,0.0,1.9395192526186185
harp,HH AA R P,4,0,0.0,2.130333768495006
harrowing,HH EH R OW IH NG,6,0,0.0,1.4471580313422192
hasten,HH EY S AH N,5,1,0.2,1.5797835966168101
haul,HH AO L,3,0,0.0,2.558708570533166
hay,HH EY,2,0,0.0,2.513217600067939
haywire,HH EY W AY R,5,0,0.0,1.8129133566428555
haze,HH EY Z,3,1,0.3333333333333333,1.8920946026904804
headband,HH EH D B AE N D,7,0,0.0,1.3424226808222062
header,HH EH D ER,4,0,0.0,1.414973347970818
headline,HH EH D L AY N,6,0,0.0,2.123851640967086
headmaster,HH EH D M AE S T ER,8,1,0.125,2.0530784434834195
headquarter,HH EH D K W AO R T ER,9,0,0.0,1.3979400086720377
headquarters,HH EH D K W AO R T ER Z,10,1,0.1,2.9242792860618816
headset,HH EH D S EH T,6,1,0.16666666666666666,1.6334684555795864
headway,HH EH D W EY,5,0,0.0,1.5314789170422551
heady,HH EH D IY,4,0,0.0,1.3222192947339193
heavy,HH EH V IY,4,0,0.0,3.3825573219087857
hedge,HH EH JH,3,1,0.3333333333333333,1.9030899869919435
heed,HH IY D,3,0,0.0,1.968482948553935
helmet,HH EH L M AH T,6,0,0.0,2.6848453616444123
helmsman,HH EH L M Z M AE N,8,1,0.125,1.4313637641589874
hem,HH EH M,3,0,0.0,1.6334684555795864
hemisphere,HH EH M IH S F IH R,8,1,0.125,1.8864907251724818
hemlock,HH EH M L AA K,6,0,0.0,1.5185139398778875
hemoglobin,HH IY M AH G L OW B AH N,10,0,0.0,1.462397997898956
henhouse,HH EH N HH AW S,6,1,0.16666666666666666,1.3222192947339193
herald,HH EH R AH L D,6,0,0.0,2.123851640967086
hereditary,HH ER EH D AH T EH R IY,9,0,0.0,1.7853298350107671
herring,HH EH R IH NG,5,0,0.0,2.184691430817599
hertz,HH EH R T S,5,1,0.2,1.5185139398778875
hiccup,HH IH K AH P,5,0,0.0,1.4471580313422192
hide,HH AY D,3,0,0.0,3.550839605065785
hierarchy,HH AY ER AA R K IY,7,0,0.0,1.5185139398778875
highway,HH AY W EY,4,0,0.0,2.959994838328416
hill,HH IH L,3,0,0.0,3.2823955047425257
hilt,HH IH L T,4,0,0.0,1.462397997898956
hind,HH AY N D,4,0,0.0,2.100370545117563
hindsight,HH AY N D S AY T,7,1,0.14285714285714285,1.6720978579357175
hinge,HH IH N JH,4,1,0.25,1.4771212547196624
hippie,HH IH P IY,4,0,0.0,2.146128035678238
hitch,HH IH CH,3,1,0.3333333333333333,2.3201462861110542
hock,HH AA K,3,0,0.0,2.0453229787866576
hockey,HH AA K IY,4,0,0.0,2.7701152947871015
hog,HH AA G,3,0,0.0,2.4183012913197452
holder,HH OW L D ER,5,0,0.0,1.919078092376074
hole,HH OW L,3,0,0.0,3.4727564493172123
holiness,HH OW L IY N AH S,7,1,0.14285714285714285,2.2041199826559246
hollow,HH AA L OW,4,0,0.0,2.7937903846908188
hombre,HH AA M B R AH,6,0,0.0,1.9294189257142926
homeland,HH OW M L AE N D,7,0,0.0,2.3891660843645326
homely,HH OW M L IY,5,0,0.0,1.6812412373755872
homing,HH OW M IH NG,5,0,0.0,1.8573324964312685
homosexual,HH OW M OW S EH K SH AH W AH L,12,2,0.16666666666666666,2.383815365980431
homosexuality,HH OW M OW S EH K SH AH W AE L AH T IY,15,2,0.13333333333333333,1.6989700043360187
honcho,HH AO N CH OW,5,1,0.2,1.6812412373755872
hone,HH OW N,3,0,0.0,1.5797835966168101
honk,HH AA NG K,4,0,0.0,2.089905111439398
hood,HH UH D,3,0,0.0,2.895422546039408
hoof,HH UW F,3,0,0.0,1.9493900066449128
hooter,HH UW T ER,4,0,0.0,1.462397997898956
horn,HH AO R N,4,0,0.0,3.0318122713303706
horoscope,HH AO R AH S K OW P,8,1,0.125,1.7853298350107671
horseradish,HH AO R S R AE D IH SH,9,2,0.2222222222222222,1.414973347970818
horseshoe,HH AO R S SH UW,6,2,0.3333333333333333,1.724275869600789
hound,HH AW N D,4,0,0.0,2.41161970596323
hour,AW ER,2,0,0.0,3.9179254220647413
houseguest,HH AW S G EH S T,7,2,0.2857142857142857,1.3979400086720377
housekeeper,HH AW S K IY P ER,7,1,0.14285714285714285,2.4756711883244296
housewife,HH AW S W AY F,6,1,0.16666666666666666,2.2576785748691846
hover,HH AH V ER,4,0,0.0,1.7781512503836436
hub,HH AH B,3,0,0.0,2.1958996524092336
huddle,HH AH D AH L,5,0,0.0,2.0492180226701815
hull,HH AH L,3,0,0.0,2.3344537511509307
humpback,HH AH M P B AE K,7,0,0.0,1.3424226808222062
hunting,HH AH N T IH NG,6,0,0.0,3.0342272607705505
huntress,HH AH N T R IH S,7,1,0.14285714285714285,1.3222192947339193
hushed,HH AH SH T,4,1,0.25,1.414973347970818
husk,HH AH S K,4,1,0.25,1.3424226808222062
husky,HH AH S K IY,5,1,0.2,1.9138138523837167
hut,HH AH T,3,0,0.0,2.829303772831025
hybrid,HH AY B R AH D,6,0,0.0,2.0211892990699383
hydraulic,HH AY D R AO L IH K,8,0,0.0,1.7708520116421442
hydraulics,HH AY D R AO L IH K S,9,1,0.1111111111111111,1.462397997898956
hydrogen,HH AY D R AH JH AH N,8,1,0.125,2.1367205671564067
hypnotic,HH IH P N AA T IH K,8,0,0.0,1.8325089127062364
hypnotist,HH IH P N AH T IH S T,9,1,0.1111111111111111,1.6232492903979006
hypothetical,HH AY P AH TH EH T AH K AH L,11,0,0.0,2.100370545117563
id,IH D,2,0,0.0,2.230448921378274
identical,AY D EH N T IH K AH L,9,0,0.0,2.45178643552429
idol,AY D AH L,4,0,0.0,2.1522883443830563
iguana,AY G W AA N AH,6,0,0.0,1.6127838567197355
imitate,IH M AH T EY T,6,0,0.0,1.968482948553935
imitation,IH M AH T EY SH AH N,8,1,0.125,2.146128035678238
immaterial,IH M AH T IH R IY AH L,9,0,0.0,1.662757831681574
imminent,IH M AH N AH N T,7,0,0.0,2.093421685162235
impartial,IH M P AA R SH AH L,8,1,0.125,1.7160033436347992
imperative,IH M P EH R AH T IH V,9,0,0.0,2.1072099696478683
impersonate,IH M P ER S AH N EY T,9,1,0.1111111111111111,1.5314789170422551
impersonation,IH M P ER S AH N EY SH AH N,11,2,0.18181818181818182,1.380211241711606
impervious,IH M P ER V IY AH S,8,1,0.125,1.505149978319906
impetuous,IH M P EH CH W AH S,8,2,0.25,1.7708520116421442
implement,IH M P L AH M AH N T,9,0,0.0,1.806179973983887
implication,IH M P L AH K EY SH AH N,10,1,0.1,1.6901960800285136
imply,IH M P L AY,5,0,0.0,2.1398790864012365
import,IH M P AO R T,6,0,0.0,2.0492180226701815
